rank,product,brand,rating,feature,rec_type,category,review
200,나인위시스 하이드라 앰플 토너 150ml ,코테온,4.4, 촉촉함(수분공급),"상쾌함, 유수분밸런스조절",스킨/토너,411
201,케어존 닥터 솔루션 아큐어 클래리파잉 토너 170ml ,엘지생활건강,4.8, ,모든피부용,스킨/토너,486
202,마몽드 아쿠아 필 토너 250ml ,아모레퍼시픽,4.7, ,모든피부용,스킨/토너,"1,158"
203,에뛰드하우스 수분가득 콜라겐 스킨 200ml ,에뛰드,4.8, ,모든피부용,스킨/토너,521
204,미애부 더코스모스 에센스 스킨 120ml ,미애부,4.7," 촉촉함(수분공급), 트러블케어, 저자극","피부탄력, 피부진정, 유수분밸런스조절",스킨/토너,212
205,에뛰드하우스 원더 포어 프레쉬너 500ml ,에뛰드,4.8, 모공케어,모공케어,스킨/토너,"5,006"
206,라네즈 파워 에센셜 스킨 리파이너 라이트 200ml(지복합) ,아모레퍼시픽,4.8, 지복합,지복합,스킨/토너,"1,031"
207,루오끼 인텐시브 스킨 부스팅 토너 500ml ,하나코스,4.7," 촉촉함(수분공급), 저자극","각질케어, 피부진정",스킨/토너,143
208,더페이스샵 망고씨드 실크 보습 토너 150ml ,더페이스샵,4.8," 촉촉함(수분공급), 저자극","각질케어, 피부진정",스킨/토너,625
209,퓨플 실키 에센셜 스킨 310ml ,참존엔씨원,4.7, 모공케어,모공케어,스킨/토너,"1,554"
210,벨라몬스터 블레미쉬 케어 솔루션 깔라만시 패드 70매 ,벨라몬스터,4.6, 촉촉함(수분공급),"피부진정, 피부결정돈",스킨/토너,310
211,비욘드 엔젤 아쿠아 데일리 빅 토너 500ml ,엘지생활건강,4.8, 촉촉함(수분공급),피부진정,스킨/토너,207
212,프리메라 와일드 씨드 퍼밍 워터 180ml ,아모레퍼시픽,4.7," 피부탄력, 피부결정돈","피부탄력, 피부결정돈",스킨/토너,171
213,프리메라 수딩 센서티브 워터 100ml ,아모레퍼시픽,4.7, 촉촉함(수분공급),촉촉함(수분공급),스킨/토너,295
214,랑콤 레네르지 멀티 리프트 울트라 밀크 필 에센스토너 150ml ,코스맥스,4," 각질케어, 피부결정돈","각질케어, 피부결정돈",스킨/토너,1
215,라노아 퓨어 플라워 클래리파잉 스킨 140ml ,라노아,4.8," 촉촉함(수분공급), 트러블케어","피부진정, 피부결정돈, 유수분밸런스조절",스킨/토너,"3,679"
216,디오디너리 글리코릭 애시드 7% 토닝 솔루션 240ml ,디오디너리,4.7, 촉촉함(수분공급),"각질케어, 피부결정돈",스킨/토너,106
217,스킨톡 바하 뮤직 토너 150ml ,스킨톡,4.8, ,모든피부용,스킨/토너,819
218,에스티로더 옵티마이저 인텐시브 안티 링클 리프팅 부스팅 로션 200ml ,에스티로더,4.8, ,모든피부용,스킨/토너,188
219,메리메디 비타풀 데일리 워터 300ml ,에코먼트,4.3," 촉촉함(수분공급), 저자극","촉촉함(수분공급), 저자극",스킨/토너,118
220,세컨디자인 퍼스트 토너 에센스 200ml ,바이오코스텍,5," 촉촉함(수분공급), 저자극","흡수력, 피부탄력, 피부진정, 피부결정돈, 유수분밸런스조절",스킨/토너,4
221,식물나라 카렌둘라 리프레시 토너 500ml ,한국콜마,4.7, 피부진정,피부진정,스킨/토너,37
222,아크네스 더마 릴리프 밸런싱 스킨 200ml ,한국콜마,4.7," 피부진정, 피부결정돈","피부진정, 피부결정돈",스킨/토너,814
223,닥터지 에이 클리어 밸런싱 토너 170ml ,고운세상,4.7, ,모든피부용,스킨/토너,608
224,차앤박 아쿠아 수딩 토너 200ml ,스킨앤스킨,4.7, 촉촉함(수분공급),"상쾌함, 피부진정, 유수분밸런스조절",스킨/토너,238
225,세라케어 울트라 스킨 200ml ,한국콜마,4.7, 촉촉함(수분공급),피부진정,스킨/토너,674
226,유리아쥬 배리어덤 시카 토너 250ml ,유리아쥬,4.9, 피부진정,피부진정,스킨/토너,31
227,데이랑스 알로에 스킨 300ml ,데이랑스,5," 촉촉함(수분공급), 트러블케어, 저자극","각질케어, 상쾌함, 피부탄력, 피부진정",스킨/토너,2
228,치노시오야 소녀피부수 라이트 150ml ,치노시오야,4.6, 모공케어,모공케어,스킨/토너,396
229,숨37도 워터 풀 스킨 리프레셔 170ml ,엘지생활건강,4.8, 모공케어,모공케어,스킨/토너,292
230,프레쥬 프로 모이스처 크리미 토너 500ml ,에바스,5, 촉촉함(수분공급),"각질케어, 흡수력, 피부진정, 유수분밸런스조절",스킨/토너,1
231,애즈이즈투비 히아루로닉 에센셜 토너 200ml ,아이썸,4.7, 촉촉함(수분공급),"피부탄력, 피부진정",스킨/토너,806
232,싸이닉 히아루론산 앰플 스킨 150ml ,코스맥스,4.9, 촉촉함(수분공급),흡수력,스킨/토너,36
233,설화수 설린수 150ml ,아모레퍼시픽,4.8, 촉촉함(수분공급),촉촉함(수분공급),스킨/토너,80
234,피부미 원스텝 케어 토너 패드 110ml ,엔베코코스메틱,4.5," 촉촉함(수분공급), 트러블케어","각질케어, 피지케어, 피부탄력, 모공케어, 피부진정, 피부결정돈, 유수분밸런스조절",스킨/토너,33
235,라네즈 파워 에센셜 스킨 리파이너 모이스처 200ml(중건성) ,아모레퍼시픽,4.8," 건성, 복합","건성, 복합",스킨/토너,"1,613"
236,오즈비엔에이치 하루 하또무기 스킨 500ml ,오즈비엔에이치,4.6, 촉촉함(수분공급),유수분밸런스조절,스킨/토너,"1,941"
237,아벤느 클리낭스 매트 매티파잉 토너 200ml ,아벤느,4.8, 모공케어,모공케어,스킨/토너,614
238,엘리자베스아덴 세라마이드 퓨리파잉 토너 100ml ,엘리자베스아덴,4.7, 모공케어,모공케어,스킨/토너,838
239,네이처리퍼블릭 리얼 스퀴즈 알로에 베라 토너 150ml ,네이처리퍼블릭,4.7, ,모든피부용,스킨/토너,199
240,AHC 콜라겐 토너 1000ml ,카버코리아,4.6, ,모든피부용,스킨/토너,310
241,미샤 미사 초공진 수액 150ml ,미샤,4.8, ,모든피부용,스킨/토너,175
242,뷰티클로 노니 프레쉬 밸런스 스킨토너 200ml ,뷰티클로,4.7, 촉촉함(수분공급),"피부진정, 유수분밸런스조절",스킨/토너,320
243,어퓨 맑은 솔싹 에센스 토너 130ml ,코스맥스,4.4, 촉촉함(수분공급),피부진정,스킨/토너,53
244,토니모리 플로리아 뉴트라 에너지 토너 180ml ,토니모리,4.8, ,모든피부용,스킨/토너,341
245,키엘 화이트닝 트리트먼트 워터 200ml ,키엘,4.9, 촉촉함(수분공급),촉촉함(수분공급),스킨/토너,166
246,네이처리퍼블릭 비베놈 토너 150ml ,네이처리퍼블릭,4.8, 촉촉함(수분공급),촉촉함(수분공급),스킨/토너,539
247,달팡 인트랄 토너 200ml ,달팡,4.7," 피부진정, 피부결정돈","피부진정, 피부결정돈",스킨/토너,622
248,리쥬란힐러 리밸런싱 토너 120ml ,HNG코스메틱,4.6," 촉촉함(수분공급), 저자극","각질케어, 피지케어, 모공케어, 피부진정, 피부결정돈, 유수분밸런스조절",스킨/토너,40
249,LUSH 티 트리 워터 250g ,LUSH,4.8, 촉촉함(수분공급),촉촉함(수분공급),스킨/토너,198
250,세이어스 오리지날 위치하젤 아스트린젠트 355ml(지성) ,헨리세이어&컴퍼니,4.7, 모공케어,모공케어,스킨/토너,351
251,스노 카렌듈라 허벌 피토 토너 200ml ,일진코스메틱,4.7, 촉촉함(수분공급),피부진정,스킨/토너,"1,231"
252,마몽드 어성초 포어 클린 토너 250ml ,아모레퍼시픽,4.6, 촉촉함(수분공급),촉촉함(수분공급),스킨/토너,96
253,클라란스 토닝 로션 200ml(중건성) ,클라란스,4.7, 중건성,중건성,스킨/토너,"1,792"
254,클라란스 토닝 로션 200ml(지복합) ,클라란스,4.8," 복합, 지복합","복합, 지복합",스킨/토너,"2,696"
255,네이처리퍼블릭 진생 로얄 실크 토너 120ml ,네이처리퍼블릭,4.8, ,모든피부용,스킨/토너,391
256,한율 극진 스킨 150ml ,아모레퍼시픽,4.7, ,모든피부용,스킨/토너,189
257,아이오페 라이브 리프트 소프너 150ml ,아모레퍼시픽,4.7, 촉촉함(수분공급),"피부탄력, 피부결정돈",스킨/토너,161
258,보타니티 플라본 부스터 210ml ,네이처텍,4.8," 촉촉함(수분공급), 저자극","각질케어, 흡수력, 모공케어, 피부진정, 피부결정돈, 유수분밸런스조절",스킨/토너,5
259,에스트라 테라크네 365 하이드레이션 토너 150ml ,아모레퍼시픽,4.5, 촉촉함(수분공급),"모공케어, 피부진정, 유수분밸런스조절",스킨/토너,55
260,아크웰 아쿠아씰 수딩 토닉 150ml(민감성) ,지베르니,4.9, 트러블케어,트러블케어,스킨/토너,378
261,세컨디자인 퍼스트 토너 클리어 200ml ,바이오코스텍,4.5," 촉촉함(수분공급), 트러블케어, 저자극","각질케어, 상쾌함, 흡수력, 피지케어, 피부탄력, 피부진정, 피부결정돈, 유수분밸런스조절",스킨/토너,2
262,더샘 어반 에코 하라케케 토너 180ml ,더샘,4.8, ,모든피부용,스킨/토너,596
263,에뛰드하우스 순정 약산성 5.5 진정 토너 80ml ,에뛰드,4.7, 트러블케어,트러블케어,스킨/토너,128
264,케어존 닥터솔루션 노르데나우 워터 토너 170ml ,엘지생활건강,4.8, 트러블케어,트러블케어,스킨/토너,408
265,보타닉힐보 프로바이오덤 리페어 스킨 소프너 150ml ,코스맥스,4.8, 촉촉함(수분공급),피부탄력,스킨/토너,11
266,에뛰드하우스 원더 포어 프레쉬너 250ml ,에뛰드,4.7, 모공케어,모공케어,스킨/토너,"1,081"
267,W.피부연구소 히알루론산 토너 250ml ,에스겔화장품,4.6, 촉촉함(수분공급),피부진정,스킨/토너,608
268,DMCK 티트리 아크 토너 500ml ,아주화장품,4.7, 트러블케어,트러블케어,스킨/토너,585
269,라프레리 쎌루라 소프트닝 앤 발란싱 로션 250ml ,라프레리,4.6, 촉촉함(수분공급),촉촉함(수분공급),스킨/토너,10
270,"크리니크 클래리파잉 로션 투와이스 어 데이 1 400ml(민감성, 건성) ",크리니크,4.8," 건성, 민감성","건성, 민감성",스킨/토너,286
271,오휘 미라클 모이스처 스킨 소프너 산뜻 150ml ,엘지생활건강,4.7, ,모든피부용,스킨/토너,118
272,로버츠 아쿠아 알레 로제 토닉 300ml ,로버츠,4.6, ,페이스용,스킨/토너,219
273,세이어스 큐컴버 위치하젤 토너 355ml ,헨리세이어&컴퍼니,4.8, ,페이스용,스킨/토너,778
274,크레마카라콜 멀티 퍼펙션 에센셜 토너 150ml ,크레마카라콜,4.6, 촉촉함(수분공급),"피부탄력, 모공케어, 피부진정, 피부결정돈",스킨/토너,23
275,그레이멜린 그린 푸드 토너 500ml ,그레이멜린,4.5, 촉촉함(수분공급),"피부진정, 유수분밸런스조절",스킨/토너,558
276,디에이지 시알디 프레쉬 스킨토너 130ml ,참존,4.8, ,모든피부용,스킨/토너,"1,054"
277,라벨영 쇼킹 소주 스킨 310ml ,라벨영,4.7, 촉촉함(수분공급),피부결정돈,스킨/토너,460
278,에이솔루션 아크네 클리어 토너 150ml ,에이텍,4.8," 촉촉함(수분공급), 트러블케어",피부진정,스킨/토너,141
279,비욘드 피토 아쿠아 토너 150ml(건성) ,엘지생활건강,4.7, 건성,건성,스킨/토너,487
280,이니스프리 제주 용암 해수 스킨 200ml ,이니스프리,4.7, 건성,건성,스킨/토너,328
281,마몽드 로즈워터 토너 패드 40매 ,아모레퍼시픽,4.6, 촉촉함(수분공급),피부진정,스킨/토너,228
282,닥터레미듀 에이씨 포어 스케일링 5.5 리프레쉬 토너 200ml ,예당화장품,4.7, 촉촉함(수분공급),피부진정,스킨/토너,"1,678"
283,빌리프 얼티미트 브라이트닝 토너 200ml ,엘지생활건강,4.8, ,모든피부용,스킨/토너,278
284,VDL 스킨프로 비니거 필링 토너 170ml ,엘지생활건강,4.6," 촉촉함(수분공급), 저자극","각질케어, 향, 피부진정, 피부결정돈",스킨/토너,13
285,폴라초이스 스킨 발란싱 토너 190ml ,폴라초이스,4.8, 모공케어,모공케어,스킨/토너,770
286,리리코스 하이드레이팅 펄스 토너 150ml ,아모레퍼시픽,4.6, 촉촉함(수분공급),"각질케어, 피부결정돈",스킨/토너,255
287,오리진스 MAD 수분 트리트먼트 토너 150ml ,오리진스,4.8, ,모든피부용,스킨/토너,352
288,마몽드 바이탈라이징 스킨 310ml ,아모레퍼시픽,4.5," 건성, 복합","건성, 복합",스킨/토너,320
289,그라운드플랜 퍼스트 클리어 스킨 300ml ,그라운드플랜,4.8," 피부진정, 피부결정돈","피부진정, 피부결정돈",스킨/토너,587
290,프레쉬 로즈 딥 하이드레이션 페이셜 토너 250ml ,프레쉬,4.8, 모공케어,모공케어,스킨/토너,59
291,마녀공장 갈락 아하 토너 158ml ,아이큐어,4.8, 촉촉함(수분공급),"피부진정, 피부결정돈",스킨/토너,841
292,키엘 블루 아스트린젠트 허벌 로션 250ml(지성) ,키엘,4.8, 지성,지성,스킨/토너,"3,847"
293,세이어스 메디케이티드 위치하젤 아스트린젠트 355ml ,헨리세이어&컴퍼니,4.8, 촉촉함(수분공급),피부진정,스킨/토너,643
294,이니스프리 그린티 씨드 스킨 200ml ,이니스프리,4.7, 촉촉함(수분공급),피부진정,스킨/토너,133
295,수려한 효비담 발효 수액 140ml ,엘지생활건강,4.8, 촉촉함(수분공급),피부진정,스킨/토너,210
296,아이오페 모이스트젠 소프너 스킨 하이드레이션 150ml ,아모레퍼시픽,4.7, ,모든피부용,스킨/토너,656
297,차앤박 하이드로 세라 에센셜 토너 150ml ,셀랩,4.7, 촉촉함(수분공급),피부결정돈,스킨/토너,45
298,이니스프리 자연발효 에너지 스킨 200ml ,아모레퍼시픽,4.8, ,모든피부용,스킨/토너,259
299,네이처리퍼블릭 그린더마 마일트 토너 200ml ,네이처리퍼블릭,4.8, 피부진정,피부진정,스킨/토너,94
300,다나한 효용 수액 160ml ,소망화장품,4.8, 피부진정,피부진정,스킨/토너,481
301,라운드랩 자작나무 수분 토너 300ml ,코스맥스,4.5, 촉촉함(수분공급),피부진정,스킨/토너,286
302,홀리카홀리카 굳세라 수퍼 세라마이드 토너 180ml ,엔프라니,4.7, 촉촉함(수분공급),피부진정,스킨/토너,85
303,라끄베르 헬로 히알루론 수분탱크 데일리 토너 195ml ,엘지생활건강,4.8, 촉촉함(수분공급),피부진정,스킨/토너,4
304,리리코스 마린 하이드로 스킨 리파이너 1 150ml(중건성) ,아모레퍼시픽,4.8, 중건성,중건성,스킨/토너,157
305,이니스프리 슈퍼푸드 블루베리 리밸런싱 스킨 310ml ,이니스프리,4.6, 중건성,중건성,스킨/토너,879
306,네이처리퍼블릭 아르간 20도 에센셜 토너 170ml ,네이처리퍼블릭,4.8, ,모든피부용,스킨/토너,214
307,더후 진율향 진율 밸런서 150ml ,엘지생활건강,4.8, ,모든피부용,스킨/토너,195
308,드오캄 제주 품은 탄탄 토너 200ml ,세레코,4.9," 촉촉함(수분공급), 저자극","흡수력, 피부탄력, 피부진정, 피부결정돈, 유수분밸런스조절",스킨/토너,475
309,뉴스킨 pH 밸런스 토너 150ml ,뉴스킨,4.6, 중건성,중건성,스킨/토너,269
310,마몽드 AC 밸런스 토너 200ml ,아모레퍼시픽,4.8, ,모든피부용,스킨/토너,191
311,바이빠세 센시 프레쉬 알로에 베라 토너 500ml ,바이빠세,4.6, ,모든피부용,스킨/토너,479
312,숨37도 시크릿 리페어 토너 150ml ,엘지생활건강,4.8, ,모든피부용,스킨/토너,90
313,"아베다 보태니컬 키네틱스 스킨 퍼밍 토닝 에이전트 150ml(복합, 중성, 건성) ",아베다,4.8," 건성, 복합","건성, 복합",스킨/토너,473
314,키엘 블루 아스트린젠트 허벌 로션 500ml(지성) ,키엘,4.8, 모공케어,모공케어,스킨/토너,990
315,네이처리퍼블릭 폴리네시아 라군워터 하이드로 스킨 180ml ,네이처리퍼블릭,4.8, 촉촉함(수분공급),촉촉함(수분공급),스킨/토너,324
316,해서린 웰컴 문 카밍 프레쉬 토너 300ml ,해서린,4.8, 촉촉함(수분공급),"각질케어, 피부진정",스킨/토너,36
317,이니스프리 노세범 토너 200ml ,코스비전,4.8," 피부결정돈, 유수분밸런스조절","피부결정돈, 유수분밸런스조절",스킨/토너,219
318,잇츠스킨 프레스티지 토니끄 진생 데스까르고 140ml ,잇츠스킨,4.8," 피부결정돈, 유수분밸런스조절","피부결정돈, 유수분밸런스조절",스킨/토너,108
