rank,product,brand,rating,feature,rec_type,category,review
14560,온더바디 내추럴 리프레쉬 페이스 앤 바디 선 로션 150ml(SPF50) ,엘지생활건강,4.7," 촉촉함(수분공급), 부드러운 발림, 백탁현상방지","촉촉함(수분공급), 부드러운 발림, 백탁현상방지",선크림,502
14561,에뛰드하우스 선 프라이즈 내추럴 코렉터 50g(SPF42) ,에뛰드,4.7," 지속력, 메이크업베이스 겸용","지속력, 메이크업베이스 겸용",선크림,231
14562,"제이앤씨 트리플 퍼펙트 선블럭 70ml(민감성, SPF50) ",제이앤씨화장품,4.8," 부드러운 발림, 백탁현상방지","저자극, 지속력, 메이크업베이스 겸용",선크림,20
14563,자이모겐 어성초 발효 선 크림 40ml(SPF27) ,자이모겐,4.8, PA++,PA++,선크림,42
14564,라네즈 화이트듀 톤업 플루이드 50ml(SPF35) ,라네즈,4.5, PA++,PA++,선크림,10
14565,블랑두 피노누아 UV쉴드앤톱업 센서티브 40ml(SPF35) ,블랑두,4.3, 촉촉함(수분공급),저자극,선크림,32
14566,니베아 선 프로텍트 앤 화이트 페이스 선블록 화이트 크림 50ml (SPF50+) ,바이어스도르프,4.6, 피부톤보정,피부톤보정,선크림,253
14567,자연마을 순한 선크림 50ml(SPF50) ,자연마을,4.3," 저자극, 알콜 프리","저자극, 알콜 프리",선크림,75
14568,미샤 올-어라운드 세이프 블록 마일드 에센스 선밀크 70ml(SPF45) ,미샤,4.7, PA+++,모든피부용,선크림,459
14569,더플랜트베이스 데일리벤 이노센트 선 크림 40ml(SPF50) ,더플랜트베이스,4.8, PA+++,모든피부용,선크림,33
14570,정샘물뷰티 프리텍트 선 익스트림 70ml(SPF50+) ,정샘물뷰티,4.9, PA+++,모든피부용,선크림,19
14571,페이스온 썬 프로텍트 크림 50ml(SPF50+) ,페이스온셀팜,4.8," 촉촉함(수분공급), 백탁현상방지","촉촉함(수분공급), 백탁현상방지",선크림,140
14572,오휘 퍼펙트 선 프로 레드 50ml (SPF50+) ,엘지생활건강,4.8, 촉촉함(수분공급),"흡수력, 밀착력, 메이크업베이스 겸용",선크림,24
14573,뷰티클로 올데이 마일드 선크림 50g (SPF 50+) ,뷰티클로,4.9," 촉촉함(수분공급), 백탁현상방지",저자극,선크림,93
14574,토니모리 인텐스케어 스네일 선크림 50ml(SPF47) ,토니모리,4.8, PA+++,모든피부용,선크림,106
14575,보타닉투웬티 하이퍼케어 데일리 선블록 50ml(SPF50+) ,비앤비코리아,4.9, 촉촉함(수분공급),"흡수력, 저자극",선크림,176
14576,빌리프 유브이 프로텍터 톤업 선 스크린 50ml (SPF50+) ,엘지생활건강,4.5," 피부톤보정, 지속력","피부톤보정, 지속력",선크림,6
14577,참존 알바트로스 데일리 선 60ml(SPF35) ,참존,4.8, 촉촉함(수분공급),촉촉함(수분공급),선크림,148
14578,더스킨 라파 선크림 50ml(SPF40) ,더스킨컴퍼니,5, 부드러운 발림,"메이크업베이스 겸용, 레포츠용",선크림,2
14579,유리아쥬 배리어덤 시카 썬크림 40ml (SPF50+) ,유리아쥬,5, 저자극,저자극,선크림,2
14580,아이오페 UV 쉴드 선 프로텍터 XP 40ml(SPF50+) ,아이오페,4.7, PA++++,모든피부용,선크림,51
14581,셀뮬러 포스트 레이저 유브이 쉴드 선 50ml(SPF50+) ,셀뮬러,4.6, PA++++,모든피부용,선크림,44
14582,홀리카홀리카 메이크 업 선 크림 60ml (SPF50) ,엔프라니,4.6," 피부톤보정, 저자극","피부톤보정, 저자극",선크림,78
14583,네이처리퍼블릭 캘리포니아 알로에 노세범 선블럭 57ml(SPF50+) ,네이처리퍼블릭,4.3, PA++++,모든피부용,선크림,12
14584,시크릿뮤즈 비타 블루 선 젤 50ml(SPF50+) ,시크릿뮤즈,4.7, PA+++,모든피부용,선크림,3
14585,리더스 썬버디 데일리 모이스처 선크림 70ml(SPF50+) ,리더스,4.6," 촉촉함(수분공급), 부드러운 발림, 백탁현상방지","흡수력, 피부톤보정, 저자극, 지속력, 밀착력, 윤기부여, 메이크업베이스 겸용, 알콜 프리",선크림,140
14586,스위스킨 워터홀딩 선 스크린 50ml(SPF50+) ,스위스킨,4.7, PA++++,PA++++,선크림,255
14587,암웨이 아이디얼 래디언스 UV 프로텍트 30ml(SPF50+) ,암웨이,4.6, PA+++,PA+++,선크림,18
14588,에끌라두 달바 워터풀 에센스 선크림 30ml(SPF50+) ,에끌라두,4.5, PA++++,모든피부용,선크림,47
14589,코스모폴리탄 워터리 에센스 앤 블록 50ml (SPF50+) ,한국콜마,5, 촉촉함(수분공급),촉촉함(수분공급),선크림,1
14590,미샤 올 어라운드 세이프 블록 아쿠아 선 젤 50ml(SPF30) ,에이블씨앤씨,4.7, 촉촉함(수분공급),촉촉함(수분공급),선크림,216
14591,사로매 액티브 선 70ml(SPF50+) ,사로매,4.7, PA+++,PA+++,선크림,29
14592,네이처리퍼블릭 프로방스 카렌듈라 퍼펙트 선 블럭 150ml(SPF50) ,네이처리퍼블릭,4.7, 레포츠용,레포츠용,선크림,31
14593,리스앙쥬 이엑스 선 프로텍트 크림 80g(SPF50) ,한국콜마,4.8, 백탁현상방지,메이크업베이스 겸용,선크림,59
14594,숨37도 선어웨이 멀티 이펙트 선 블럭 AD 50ml(SPF50+) ,엘지생활건강,4.9, PA+++,PA+++,선크림,8
14595,랑콤 압솔뤼 프레셔스 셀 유브이 50ml (SPF50+) ,엘오케이,5, PA++++,모든피부용,선크림,8
14596,뷰인스 파워 디펜스 선스크린 15g(SPF 50+) ,한국콜마,4.8," 촉촉함(수분공급), 부드러운 발림, 백탁현상방지",저자극,선크림,26
14597,끌레드뽀보떼 크렘므 뗑떼 프로텍트리스 UV 30ml(SPF50+) ,끌레드뽀보떼,5, PA++++,PA++++,선크림,15
14598,닥터자르트 시카페어 카밍 선 프로텍터 35ml (SPF30) ,코스메카,5," 피부톤보정, 저자극","피부톤보정, 저자극",선크림,3
14599,BRTC 센텔라 시카 선 50ml(SPF 50+) ,아미코스메틱,5," 부드러운 발림, 백탁현상방지",저자극,선크림,1
14600,터치미 선크림 60ml(SPF50+) ,터치미,4.6, PA+++,PA+++,선크림,212
14601,인쏘뷰 힐비트 에어리 피니시 선밀크 50ml (SPF 50+) ,코스온,4.9," 촉촉함(수분공급), 부드러운 발림","흡수력, 밀착력",선크림,351
14602,산다화 순한 선블럭 미백 세럼 70ml(SPF35) ,스킨큐어,4.7, 촉촉함(수분공급),촉촉함(수분공급),선크림,136
14603,이자녹스 유브이 선 프로 365 데일리 커버 70ml(SPF 50+)(신형) ,한국콜마,4.5, 부드러운 발림,"피부톤보정, 메이크업베이스 겸용",선크림,23
14604,"아이오페 마일드 클리닉 선 프로텍터 60ml(민감성, SPF25) ",아모레퍼시픽,4.7, PA++,민감성,선크림,321
14605,닥터앤코 실키 선 밀크 30ml (SPF50+) ,대덕랩코,4.7," 촉촉함(수분공급), 부드러운 발림, 백탁현상방지",밀착력,선크림,19
14606,베니즈와 퍼펙트 선 프로텍터 50ml(SPF50+) ,베니즈와,5, PA+++,PA+++,선크림,3
14607,숨37도 선-어웨이 에센셜 선블럭 50ml(SPF42) ,엘지생활건강,4.7, PA++,PA++,선크림,384
14608,더샘 에코 어스 파워 아쿠아 선 젤 60g (SPF50) ,더샘,4.8, 촉촉함(수분공급),촉촉함(수분공급),선크림,64
14609,시세이도 아넷사 에센스 UV 선스크린 마일드 밀크 60ml(SPF35) ,시세이도,4.8, PA+++,모든피부용,선크림,37
14610,클라뷰 UV 프로텍션 프레쉬 선젤 50ml(SPF50+) ,클라뷰,4.5, 지속력,지속력,선크림,11
14611,입큰 포어 애플 선블록 70ml(SPF50+) ,입큰,4.8, 피부톤보정,피부톤보정,선크림,17
14612,더페이스샵 UV 더마 무기자차 선 크림 50ml (SPF48) ,엘지생활건강,5, 저자극,저자극,선크림,3
14613,선 프로텍터 50g (SPF50+) ,한국콜마,4.7, PA++++,모든피부용,선크림,34
14614,리오엘리 프레쉬 썬 스크린 70ml(SPF45) ,리오엘리,5, PA++,모든피부용,선크림,48
14615,온더바디 원샷썬킬 페이스앤바디 선로션 50ml(SPF50+) ,엘지생활건강,4.6, 촉촉함(수분공급),밀착력,선크림,27
14616,크리니크 수퍼 시티 블럭 오일-프리 데일리 페이스 프로텍터 40ml(SPF25) ,크리니크,4.6," 메이크업베이스 겸용, 오일 프리","메이크업베이스 겸용, 오일 프리",선크림,375
14617,디오프러스 유브이 디펜스 선 프로텍터 70ml(SPF50+) ,디오프러스,5, 촉촉함(수분공급),촉촉함(수분공급),선크림,10
14618,이바인 서프림 프라센타 선블럭 크림 50ml(SPF50+) ,이바인,4.9, PA+++,PA+++,선크림,44
14619,마몽드 울트라 선 밀크 70ml(SPF50) ,아모레퍼시픽,4.7, 오일 프리,오일 프리,선크림,370
14620,크레모랩 UV 프로텍션 아이디얼 베이스 쉴드 50ml(SPF50+) ,크레모랩,4.7, PA++++,PA++++,선크림,19
14621,에뛰드하우스 선프라이즈 마일드 에어리 피니쉬 올라프 에디션 55ml (SPF50+) ,한국콜마,4.7, 백탁현상방지,백탁현상방지,선크림,60
14622,자민경 크레마 카라콜 울트라 선 프로텍터 50ml(SPF50) ,자민경,4.6," 지속력, 밀착력, 메이크업베이스 겸용","지속력, 밀착력, 메이크업베이스 겸용",선크림,5
14623,제이에스티나 아쿠아 라이즈 마일드 선크림 100ml(SPF50+) ,제이에스티나,4.8, PA++++,모든피부용,선크림,26
14624,동인비 퍼펙트 선 크림 50ml(SPF50) ,KGC라이프앤진,4.7, PA+++,PA+++,선크림,37
14625,아크웰 유브이 컷 마일드 선 플루이드 140ml (SPF50+) ,한국콜마,4.8," 촉촉함(수분공급), 백탁현상방지","저자극, 어린이겸용",선크림,5
14626,홀리카홀리카 데즐링 선샤인 마일드 선 크림 50ml(SPF50) ,엔프라니,4.8, PA+++,모든피부용,선크림,31
14627,눅스 화이트 데일리 UV 프로텍터 30ml(SPF30) ,눅스,4.8, PA+++,PA+++,선크림,13
14628,리오엘리 프레쉬 선스크린 80ml(SPF45) ,리오엘리,4.9, 오일 프리,오일 프리,선크림,341
14629,온더바디 내츄럴 스킨 톤 선쿠션 15g(SPF50+) ,엘지생활건강,4.8, PA+++,PA+++,선크림,21
14630,23yearsold 2MG 선더마 B 50ml(SPF35) ,한국콜마,4.8, 촉촉함(수분공급),촉촉함(수분공급),선크림,21
14631,해피바스 선크림 대용량 175g(SPF50) ,아모레퍼시픽,5," 지속력, 레포츠용","지속력, 레포츠용",선크림,1
14632,에코코스메틱 성인용 톤업 선크림 75ml (SPF50) ,에코코스메틱,4.6, 촉촉함(수분공급),"피부톤보정, 저자극, 지속력, 밀착력, 메이크업베이스 겸용",선크림,33
14633,더프트앤도프트 유브이 퍼펙션 에브리데이썬 150ml (SPF 50+) ,코스온,4.6," 촉촉함(수분공급), 백탁현상방지",저자극,선크림,52
14634,아이오페 선블럭 화이트 60ml(SPF47) ,아모레퍼시픽,4.8, PA+++,PA+++,선크림,301
14635,더후 후 공진향 수 수연 수분 선 60ml(SPF50+) ,엘지생활건강,4.9, PA+++,모든피부용,선크림,7
14636,유니베라 W389 크리스탈 화이트 멀티 프로텍티브 선크림 40ml(SPF50) ,유니베라,4.8, PA+++,PA+++,선크림,19
14637,동인비 모이스처 선크림 50ml(SPF35) ,KGC라이프앤진,5, PA++,모든피부용,선크림,25
14638,라로슈포제 유비데아 XL 멜트인 크림 30ml(SPF50+) ,라로슈포제,4.7," 촉촉함(수분공급), 백탁현상방지",피부톤보정,선크림,80
14639,토니모리 바이오 이엑스 셀 토닝 UV 솔루션 40ml(SPF50+) ,메가코스,5, PA+++,모든피부용,선크림,1
14640,클라뷰 유브이 프로텍션 리바이탈 선 에센스 40ml (SPF 50+) ,한국콜마,4.2, 촉촉함(수분공급),촉촉함(수분공급),선크림,6
14641,정진호이펙트 알 선커버 50ml(SPF50+) ,정진호이펙트,4," 촉촉함(수분공급), 부드러운 발림","흡수력, 피부톤보정, 저자극, 지속력, 밀착력, 메이크업베이스 겸용",선크림,6
14642,차앤박 센서티브 마일드 선블럭 50ml(SPF35) ,코스맥스,4.8, PA++,PA++,선크림,37
14643,코리아나 앰플엔 히알루론샷 앰플 선 케어 IRF20 40ml(SPF50+) ,코리아나,4.7, PA++++,모든피부용,선크림,15
14644,더마토리 하이포알러제닉 선 플루이드 틴티드 100ml(SPF50+) ,더마토리,4.6, 피부톤보정,피부톤보정,선크림,5
14645,팜트리 데일리케어 패밀리선 UV 블럭 70ml(SPF50+) ,팜트리,4.8, 백탁현상방지,백탁현상방지,선크림,21
14646,리리코스 스킨 파라솔 선 프로텍터 50ml(SPF35) ,리리코스,5, PA++,민감성,선크림,2
14647,알프레도휘마스 데일리 소프터 터치 선 블럭 크림 70ml (SPF 50+) ,미도화장품,4.8, 레포츠용,레포츠용,선크림,45
14648,듀이트리 브라이톡스 멀티 선크림 50ml(SPF50) ,듀이트리,4.7," 촉촉함(수분공급), 백탁현상방지",피부톤보정,선크림,31
14649,아비노 프로텍트 플러스 하이드레이트 로션 선크림 브로드 스펙트럼 85g(SPF50) ,존슨앤존슨,4.3,50,모든피부용,선크림,73
14650,겔랑 아베이 로얄 스킨 디펜스 유쓰 프로텍션 30ml (SPF50+) ,겔랑,4.7, PA++++,모든피부용,선크림,7
14651,더블 화이트닝 유브이 프로텍터 45ml (SPF50+) ,한국콜마,4.4, PA++++,모든피부용,선크림,7
14652,토소웅 유황 무기자차 선크림 50ml (SPF35) ,토소웅,4.5, 촉촉함(수분공급),촉촉함(수분공급),선크림,50
14653,아이니프 에이지 디펜스 솔루션 선스크린 50ml(SPF50+) ,아이니프,5, PA+++,PA+++,선크림,7
14654,에이필드 R2 유브이 디펜스 선크림 40ml(SPF50+) ,에이필드,4.8, 촉촉함(수분공급),촉촉함(수분공급),선크림,8
14655,유리아쥬 이제악 플루이드 50ml(SPF50+) ,유리아쥬,4.7, 저자극,저자극,선크림,13
14656,랑콤 UV 엑스퍼트 유스 쉴드 아쿠아 젤 30ml (SPF50) ,랑콤,4.8, 촉촉함(수분공급),촉촉함(수분공급),선크림,100
14657,리리코스 더블 프로텍션 엑스퍼트 70ml(SPF50+) ,리리코스,4.5, PA++++,PA++++,선크림,14
14658,더샘 더마 플랜 마일드 카밍 선크림 50g (SPF50+) ,한국화장품,4.5," 촉촉함(수분공급), 부드러운 발림",흡수력,선크림,4
14659,땡큐파머 선 프로젝트 라이트 선 에센스 40ml (SPF50+) ,한국콜마,4.6, 촉촉함(수분공급),"흡수력, 밀착력",선크림,9
14660,아티스트리 워터 에센스 선 프로텍트 50ml(SPF50+) ,아티스트리,4.8, PA++++,PA++++,선크림,88
14661,미샤 올-어라운드 세이프 블록 마일드 에센스 선밀크 40ml(SPF45) ,미샤,4.8," 촉촉함(수분공급), 백탁현상방지",저자극,선크림,188
14662,수아담 에센셜 썬스크린 50ml(SPF50+) ,수아담,5, PA+++,PA+++,선크림,1
14663,네이처리퍼블릭 캘리포니아 알로에 선 리퀴드 50ml(SPF50+) ,네이처리퍼블릭,4.2, 흡수력,흡수력,선크림,9
14664,셀프뷰티 에디터스 픽 글램 업 화이트닝 선크림 30ml(SPF50+) ,셀프뷰티,4.3," 피부톤보정, 저자극","피부톤보정, 저자극",선크림,92
14665,후르디아 울트라 UV 쉴드 선 에센스 50ml (SPF50+) ,웰코스,4.7, 촉촉함(수분공급),"저자극, 지속력",선크림,83
14666,더페이스샵 내추럴선 에코 파워 롱래스팅선 50ml(SPF45) ,더페이스샵,4.8," 피부톤보정, 지속력, 밀착력, 메이크업베이스 겸용","피부톤보정, 지속력, 밀착력, 메이크업베이스 겸용",선크림,185
14667,제로이드 마일드 선 크림 70ml(SPF32) ,네오팜,4.6, 촉촉함(수분공급),저자극,선크림,94
14668,누리숲 누리촉촉 병풀 선 크림 50ml(SPF29) ,CLAGEN,4.5," 흡수력, 저자극, 밀착력, 메이크업베이스 겸용","흡수력, 저자극, 밀착력, 메이크업베이스 겸용",선크림,182
14669,쓰리 밸런싱 UV 프로텍터 R 80ml(SPF50) ,2019.06.,5, 촉촉함(수분공급),지속력,선크림,3
14670,울트라브이 이데베논 선블럭 50ml(SPF50+) ,울트라브이,4.8," 촉촉함(수분공급), 백탁현상방지","촉촉함(수분공급), 백탁현상방지",선크림,9
14671,라네즈 선블럭 수프림 50ml(SPF50) ,아모레퍼시픽,4.8, 촉촉함(수분공급),촉촉함(수분공급),선크림,154
14672,베리떼 아쿠아 선크림 플러스 50ml(SPF50+) ,베리떼,4.8," 촉촉함(수분공급), 백탁현상방지","촉촉함(수분공급), 백탁현상방지",선크림,167
14673,닥터랩 아줄렌 스킨세이프 100 선블럭 50ml(SPF50+) ,닥터랩,4.3, PA+++,"모든피부용, 민감성",선크림,54
14674,비디비치 UV 에센스 베일 40ml(SPF50) ,비디비치코스메틱,4.8, 지속력,지속력,선크림,18
14675,토닝 라이트업 리페어 선크림 45ml(SPF50+) ,2018.05.,4.5, PA++++,모든피부용,선크림,218
14676,미샤 올 어라운드 세이프 블록 워터프루프 선 50ml (SPF50) ,미샤,4.7, 지속력,지속력,선크림,84
14677,데일리 톤업 촉촉 선크림 50ml (SPF50+) ,피에프네이처,4.6," 촉촉함(수분공급), 부드러운 발림","저자극, 메이크업베이스 겸용",선크림,10
14678,던롭 유브이 퍼펙트 워터라이징 선 크림 50ml (SPF50+) ,나우코스,4.3," 촉촉함(수분공급), 백탁현상방지","촉촉함(수분공급), 백탁현상방지",선크림,58
14679,닥터자르트 컨트롤 에이 센스티브 선크림 40ml(SPF35) ,닥터자르트,4.7," 부드러운 발림, 백탁현상방지",저자극,선크림,96
14680,블루마인드 블루선 퍼펙트 선밀크 50ml(SPF50+) ,블루마인드,3.8, 촉촉함(수분공급),촉촉함(수분공급),선크림,5
14681,바닐라코 잇 래디언트 CC 선 베이스 30ml(SPF50) ,에프앤코,4.7," 지속력, 밀착력, 메이크업베이스 겸용","지속력, 밀착력, 메이크업베이스 겸용",선크림,111
14682,셀미인 데일리 디펜스 아쿠아 선 젤 50ml (SPF50+) ,인터코스,4.7," 촉촉함(수분공급), 부드러운 발림, 백탁현상방지",저자극,선크림,111
14683,에이바이봄 블루 시카 데일리 유브이 디펜스 선 스크린 50ml (SPF50+) ,한국콜마,4.7, 촉촉함(수분공급),촉촉함(수분공급),선크림,111
14684,리엔케이 UV 디펜스 에센스 선크림 70ml(SPF50) ,코웨이,4.8, 밀착력,밀착력,선크림,114
14685,키엘 액티베이티드 선 프로텍터 포 페이스 앤 바디 150ml(SPF50+) ,키엘,4.6, PA++++,모든피부용,선크림,13
14686,배럴 UV 올데이 마일드 선크림 50ml(SPF50+) ,배럴,4.7, PA++++,모든피부용,선크림,58
14687,에뛰드하우스 선 프라이즈 더스트 블록 55ml(SPF50+) ,에뛰드,4.7, 촉촉함(수분공급),촉촉함(수분공급),선크림,73
14688,겔랑 블랑 드 펄 화이트 펄 UV 쉴드 롱 래스팅 30ml(SPF50+) ,겔랑,4.5, PA+++,PA+++,선크림,47
14689,레오파드 리플렉트 선블럭 50ml(SPF50+) ,2018.06.,4.8, 백탁현상방지,백탁현상방지,선크림,14
14690,싸이닉 엔조이 세이프티 썬크림 50ml(SPF50+) ,코스온,4.6, PA++++,모든피부용,선크림,142
14691,아놀드파마 썬스마트 스포츠 60ml (SPF 50+) ,한국콜마,4.3," 촉촉함(수분공급), 부드러운 발림, 백탁현상방지","흡수력, 레포츠용",선크림,8
14692,백옥생 핫스탑 유브이 선 블록 70g (SPF50) ,정산생명공학,4.6, PA+++,PA+++,선크림,90
14693,아놀드파마 썬스마트 스포츠 액티브 200ml (SPF 50+) ,한국콜마,5," 촉촉함(수분공급), 부드러운 발림, 백탁현상방지","지속력, 밀착력, 레포츠용",선크림,8
14694,"더스킨하우스 UV 프로텍션 선블럭 60ml(민감성, SPF50) ",녹십초화장품,4.2, PA+++,"모든피부용, 민감성",선크림,239
14695,스킨에이지 썬 샤벳 크림 70ml(SPF50) ,스킨에이지,4.6, 부드러운 발림,지속력,선크림,16
14696,이솝 세이지 앤 징크 페이셜 하이드레이팅 크림 40ml (SPF15) ,이솝,4.3," 촉촉함(수분공급), 백탁현상방지","촉촉함(수분공급), 백탁현상방지",선크림,7
14697,낫츠 UV 프로텍션 선 크림 70g(SPF50) ,한국콜마,4.8, 촉촉함(수분공급),촉촉함(수분공급),선크림,125
14698,마티스 시티 프로텍트 선크림 50 30ml(SPF50) ,마티스,4.5, 촉촉함(수분공급),촉촉함(수분공급),선크림,68
14699,라비오뜨 블루 세이프티 선 젤 50ml(SPF50+) ,코스메카,5, 백탁현상방지,백탁현상방지,선크림,7
14700,로벡틴 더블 톤 업 선크림 50ml(SPF50+) ,로벡틴,3.9, PA++++,PA++++,선크림,12
14701,차앤박 아웃도어 플루이드 선 75ml(SPF50+) ,엘지생활건강,4.9, 지속력,지속력,선크림,14
14702,달팡 쏠레일 플레져 안티에이징 선 프로텍티브 크림 포 바디 50ml(SPF30) ,달팡,5, SPF30,모든피부용,선크림,8
14703,후르디아 톤 업 베이스 선 크림 50ml (SPF50+) ,웰코스,4.1, 부드러운 발림,"피부톤보정, 메이크업베이스 겸용",선크림,34
14704,맥 프렙 프라임 페이스 프로텍트 로션 30ml(SPF50) ,맥,4.9, 촉촉함(수분공급),저자극,선크림,9
14705,벤튼 파파야-D 선 크림 50g (SPF38) ,결고은사람들,4.4," 촉촉함(수분공급), 부드러운 발림, 백탁현상방지","흡수력, 피부톤보정",선크림,7
14706,토탈 솔루션 시너지 선블럭 브이엑스 50ml (SPF50+) ,한국콜마,5," 촉촉함(수분공급), 백탁현상방지","촉촉함(수분공급), 백탁현상방지",선크림,5
14707,니슬 에코 베리어 논 케미컬 선 크림 50ml(SPF50+) ,코스온,4.6," 촉촉함(수분공급), 백탁현상방지","촉촉함(수분공급), 백탁현상방지",선크림,74
14708,아크웰 더마일드 프레시 선 컨트롤 에센스 50ml(SPF50+) ,아크웰,4.8, 백탁현상방지,백탁현상방지,선크림,159
14709,더샘 에코 어스 파워 그린 선크림 50g(SPF50+) ,더샘,4.5, 촉촉함(수분공급),촉촉함(수분공급),선크림,30
14710,자민경 뉴트리 달팽이 울트라 선프로텍터 50ml(SPF50) ,자민경,4.8, 촉촉함(수분공급),피부톤보정,선크림,71
14711,더마 히알 솔루션 워터풀 선크림 45ml(SPF50+) ,2018.03.,5, 촉촉함(수분공급),촉촉함(수분공급),선크림,5
14712,토니모리 피키비키 아트팝 뽀얀 선크림 35g(SPF50+) ,토니모리,4.3, PA++++,PA++++,선크림,23
14713,수려한 백삼 미백 안색 선 크림 60ml(SPF50) ,엘지생활건강,4.7, 촉촉함(수분공급),촉촉함(수분공급),선크림,47
14714,노에비아 레이슬라 메디케이티드 프로텍터 유브이 페이스 35ml(SPF50) ,노에비아,4.9, PA+++,모든피부용,선크림,18
14715,피에이치드롭 에브리데이 썬 크림 40ml(SPF50+) ,피에이치드롭,5, PA+++,PA+++,선크림,4
14716,일리윤 데일리 디펜스 멀티 선크림 50ml(SPF50+) ,일리윤,4.3, PA++++,PA++++,선크림,8
14717,벨라몬스터 유브이 컷 솔루션 깔라만시 선 크림 50ml (SPF50+) ,세라젬헬스앤뷰티,4.3, 촉촉함(수분공급),"피부톤보정, 메이크업베이스 겸용",선크림,6
14718,셀린저 라바 옐로우 프레쉬 선블록 50ml(SPF50+) ,셀린저,5, 촉촉함(수분공급),촉촉함(수분공급),선크림,4
14719,16브랜드 식스 썬스 워터프루프 선크림 50ml(SPF50) ,한국콜마,4.9," 피부톤보정, 메이크업베이스 겸용","피부톤보정, 메이크업베이스 겸용",선크림,7
14720,BELLA 울트라 하이드로 선 에센스 30ml(SPF50) ,BELLA,4.4, 촉촉함(수분공급),저자극,선크림,17
14721,수려한 비책 진생 선 크림 50ml(SPF50) ,엘지생활건강,4.9, 부드러운 발림,"지속력, 메이크업베이스 겸용",선크림,129
14722,산타마리아노벨라 크레마 솔라레 100ml(SPF20) ,산타마리아노벨라,5, PA+++,민감성,선크림,2
14723,컨시크 스노우 페탈 퍼펙팅 선 블럭 50ml (SPF50+) ,메가코스,4.5," 촉촉함(수분공급), 부드러운 발림","촉촉함(수분공급), 부드러운 발림",선크림,2
14724,더샘 에코 어스 파워 페이스 앤 바디 워터프루프 선 블록 100g(SPF50) ,더샘,4.5, PA+++,PA+++,선크림,25
14725,잇츠스킨 오후 두 시 선 블럭 50ml (SPF50) ,잇츠스킨,4.7, 촉촉함(수분공급),촉촉함(수분공급),선크림,43
14726,어퓨 퓨어 블록 아쿠아 선 젤 50ml(SPF50) ,어퓨,4.8, 촉촉함(수분공급),흡수력,선크림,160
14727,빌리프 마일드 선크림 50ml(SPF30) ,엘지생활건강,3.7, PA++,PA++,선크림,3
14728,"유세린 매티파잉 선플루이드 50ml(SPF50, 중성, 복합) ",바이어스도르프,4.7, 저자극,저자극,선크림,53
14729,더페이스샵 내추럴 선 에코 슈퍼 퍼펙트 선 워터 80ml(SPF 50+) ,더페이스샵,4.2," 촉촉함(수분공급), 백탁현상방지","촉촉함(수분공급), 백탁현상방지",선크림,6
14730,더페이스샵 내추럴 선 에코 아이스 바디 퍼프 선 150ml (SPF50) ,더페이스샵,4.6," 촉촉함(수분공급), 백탁현상방지","촉촉함(수분공급), 백탁현상방지",선크림,70
14731,에버셀 럭스 선 프로텍터 30ml (SPF50+) ,코스메카,4.6, 촉촉함(수분공급),촉촉함(수분공급),선크림,70
14732,닥터프로그 시카 티티 선젤 35ml (SPF50+) ,참존,4.9," 촉촉함(수분공급), 부드러운 발림, 백탁현상방지","트러블케어, 저자극",선크림,21
14733,네이처리퍼블릭 프로방스 카렌듈라 데일리 선 블럭 57ml(SPF50) ,코스맥스,4.8, 촉촉함(수분공급),피부톤보정,선크림,51
14734,바닐라코 프라임 프라이머 선크림 30ml (SPF50+) (신형) ,코스맥스,5, 촉촉함(수분공급),촉촉함(수분공급),선크림,4
14735,케어놀로지 토닝라이트업 리페어 선크림 45ml(SPF50+) ,케어놀로지,5, PA++++,모든피부용,선크림,3
14736,AHC 프리미엄 인텐스 메이크업 선 베이스 40ml(SPF47) ,AHC,4.6, 촉촉함(수분공급),촉촉함(수분공급),선크림,24
14737,라모수 더 스타 마일드 선스크린 50ml(SPF50+) ,라모수,4.8, PA+++,모든피부용,선크림,11
14738,더후 공진향 진해윤 선 링클 45ml(SPF46) ,엘지생활건강,4.9, PA+++,PA+++,선크림,171
14739,마몽드 카렌듈라 노 세범 선 틴트 40ml(SPF30) ,아모레퍼시픽,4.8, 촉촉함(수분공급),"피부톤보정, 저자극",선크림,73
14740,라포티셀 내추럴 미네랄 썬 프로텍션 50ml (SPF50) ,코스온,4.8," 촉촉함(수분공급), 부드러운 발림, 백탁현상방지","촉촉함(수분공급), 부드러운 발림, 백탁현상방지",선크림,119
14741,아크웰 유브이 컷 워터프루프 선 크림 50ml(SPF50+) ,한국콜마,4.1, 백탁현상방지,"저자극, 지속력",선크림,8
14742,이니스프리 에코 세이프티 아쿠아 퍼펙트 선 젤 50ml(SPF50) ,이니스프리,4.7, 촉촉함(수분공급),촉촉함(수분공급),선크림,82
14743,루벨리 워터글로우 썬크림 40ml(SPF40) ,루벨리,4.9, PA++,PA++,선크림,15
14744,팜트리 멀티케어 실크 선 에센스 50ml (SPF50+) ,팜트리,4.6," 촉촉함(수분공급), 부드러운 발림, 백탁현상방지",밀착력,선크림,15
14745,닥터헤디슨 EGF 퍼펙트 선블록 50ml(SPF50+) ,닥터헤디슨,4.7, PA+++,PA+++,선크림,30
14746,숨37도 선 어웨이 쿨링 워터리 선블럭 EX 100ml(SPF50+) ,엘지생활건강,4.8, 촉촉함(수분공급),촉촉함(수분공급),선크림,6
